STT,App Name,Category
950,"Parcels - Track Packages from Aliexpress, eBay - Pavel Tisunov.txt",
951,Pauza.txt,
952,Pepapa - Sell or Buy anything in Ghana - ARITECH.txt,
953,PerFee Online Shopping In Bangladesh - Perfee International Limited.txt,
954,Philippines Shopping - Online Shopping Philippines - All info Apps.txt,
955,Phlenu Business - Phlenu.txt,
956,Photo Studio - KVADGroup App Studio.txt,
957,Pizza Hut Malaysia - Pizza Hut Digital Venture.txt,
958,"Point of Sale for Billing, Inventory Management - Free POS, Billing, Invoice, Inventory, Ledger Book.txt",
959,Polaris Mobile Banking - Polaris Bank Limited.txt,
960,Portugal Online Shopping - Online Store Portugal - Cam-Techno168.txt,
961,Power Automate—Business workflow automation - Microsoft Corporation.txt,
962,Prices in China - Cheap Cell Phones & Goods - Korchix.txt,
963,Pulse for Booking.txt,
964,Purchase Commerce - Infinijith Technologies.txt,
965,"Pxsell: Buy & Sell Los Angeles Mobile Classifieds - Uberion, inc.txt",
966,Pyszne.txt,
967,Qoo10 - Best Online Shopping - Qoo10 PTE.txt,
968,QualityFood : Grocery Delivery - QualityFood.txt,
969,"Quantic Business Courses - Pedago, LLC.txt",
970,Qustodio Professional Business - Qustodio LLC.txt,
971,RAKBANK Digital Banking - RAKBANK.txt,
972,RCM Business Official App - RCM Business.txt,
973,RICEPO - Chinese Food Delivery - Ricepo LLC.txt,
974,ROSEGAL-Shopping Fashion & Clothing - rosegal.txt,
975,RSI Bank - RSI Bank.txt,
976,"RakutenGlobal Market Shopping - Rakuten,Inc.txt",
977,"Rappi - Rappi, Inc - Delivery.txt",
978,Real Classifieds: Buy and Sell - Real Classifieds Group.txt,
979,Real English Business Vol.txt,
980,Real estate investing - buy house guide home sale - AcadeMe Hub.txt,
981,Receipt Bank: Scan & Track - Receipt Bank.txt,
982,Redfin Real Estate: Search Homes for Sale - Redfin.txt,
983,Restaurant Delivery App - Instamobile - Florian Marcu.txt,
984,Restaurant Food Delivery App - Afroza Yasmin.txt,
985,Restaurant Order Taking App - GlobalFood.txt,
986,Ricardo - Buy and sell used & new things online - ricardo.txt,
987,Rightmove UK property search - Rightmove.txt,
988,"Riva Fashion- Online Shop for Women, Kids Clothing - Riva Fashion.txt",
989,"RoosterMoney: Piggy Bank, Chores and Review App - RoosterMoney.txt",
990,"RushOrder: Order Food Delivery, Takeout, & Dine-in - RushOrder.txt",
991,SAIRUI - zxfsoft.txt,
992,SAP Business One - SAP SE.txt,
993,SAP Business One Sales - SAP SE.txt,
994,SBI Secure OTP - State Bank of India.txt,
995,SIVVI Online Fashion Shopping - Noon E commerce.txt,
996,SKETCHWARE - CREATE YOUR OWN APPS - Sketchware.txt,
997,"Safeway Delivery & Pick Up - Albertsons Companies, Inc.txt",
998,Sailing Ship Live Wallpaper - Creative Factory Wallpapers.txt,
999,Sales Management - Digital Step.txt,
1000,Sales Order - Any Business - Do On App.txt,
1001,"Sales order, purchase order, inventory, business - Oscprofessionals.txt",
1002,Salesforce - Salesforce.txt,
1003,Sampath Bank Mobile App - Sampath Bank PLC.txt,
1004,Sarees Online Shopping - Mirraw.txt,
1005,Saudi KSA Online Shopping - Online Shopping App.txt,
1006,"Schedulicity Business: Appointment Scheduling - Schedulicity, Inc.txt",
1007,Sea Sector - Sailor Personal Maritime Guide - Up Studio Plus.txt,
1008,Seabook - Ozgur Dogan GUNES.txt,
1009,Seajob - SEA LINE GROUP.txt,
1010,"SeamanJobsite - Quantum X, Inc.txt",
1011,Second Hand Cars - OOYYO - OOYYO LLC.txt,
1012,Second Hand Cars for Sale - RoyalAppz.txt,
1013,Second Hand Dubai - Second Hand Dubai.txt,
1014,Second Hand Mobile sell and buy - Used Mobile Sell - Arvind K Maurya.txt,
1015,Second hand clothes - Airpersons.txt,
1016,Second hand furnitures - Airpersons.txt,
1017,Seez: All Cars in One App - Seez-app.txt,
1018,Self-Employment Ideas Tamil Business Ideas Tamil - Nithra Tamil Labs.txt,
1019,"Sell it ,Sell, Buy,Cars,Date,shopping,Used stuff - Sell it ,Sell, Buy,Cars,Date,shopping,Used stuff.txt",
1020,"Sell on Etsy - Etsy, Inc.txt",
1021,SellApp.txt,
1022,SellQuikr™ - Buy & Sell Products - SellQuikr.txt,
1023,"Selling Online - Ecommerce, Membership, eCourses - App Visionaire.txt",
1024,Sendbox - Shipping & Payments - Sendbox Software Inc.txt,
1025,Sessia for Business - Sessia LLC.txt,
1026,Sharaf Shipping Agency - Sharaf Shipping Agency.txt,
1027,"Ship &Port Info, MarineTraffic, Sailors & Cruisers - Marinefy.txt",
1028,Ship Finder Live - Boat Finder - Zaths.txt,
1029,Ship Locator Live: Cruise Finder & Ship Tracker - Tremendous Apps Hub.txt,
1030,Ship Merger - Idle Tycoon Game - ModooPlay.txt,
1031,Ship Mooring Simulator - Aleksandr Turkin.txt,
1032,Ship Radar - Ship Tracker & Vessel Tracking - 99th Studio.txt,
1033,Ship Tracker - Live Marine Radar - Purple TechLab.txt,
1034,Ship Tracker - NIC eGov Mobile Apps.txt,
1035,Ship tracker Pro - Marine Traffic Radar - .txt,
1036,ShipMyShoppings - Cargoatlantic.txt,
1037,Shipa Freight - Shipa Freight Mobile Apps.txt,
1038,Shipping Career Best Seafarer Job Portal - ShippingCareer.txt,
1039,"Shipping Confirmation System - Toyota Motor North America, Inc.txt",
1040,Shipping Dictionary - BLUE WHALE.txt,
1041,Shipping Dictionary Pro - BLUE WHALE.txt,
1042,Shipping Manager - Xombat Development.txt,
1043,Shipping Manager 3 - Xombat Development.txt,
1044,ShippingExplorer - ShippingExplorer Ltd.txt,
1045,Shippn - International Shopping & Shipping - Shippn.txt,
1046,Shoes Market: Buy & Sell - CTS WebLab.txt,
1047,Shop 101 | Free Online Shopping App - zenith Developer.txt,
1048,Shop Free Ship - H7 Group.txt,
1049,Shop2Ship - Shop2Ship.txt,
1050,ShopClues: Online Shopping App - ShopClues.txt,
1051,Shoppy Ecommerce - Shoppy Ecommerce Ltd.txt,
1052,Shopzz: Best Online Shopping App in Kuwait - SHOPZZ.txt,
1053,Shore Business - Shore GmbH.txt,
1054,Shuttle - Shuttle Delivery.txt,
1055,SimplyMobile - Auriga SpA.txt,
1056,Singapore online shopping app-Online Store shop - Md Shoriful hasan.txt,
1057,Skyros Shipping Co - GAP Web Agency Ltd.txt,
1058,Slack - Slack Technologies Inc.txt,
1059,Slice eCommerce App - Slice Carving Technologies.txt,
1060,Slime Shop - Free Shipping - BetterLifeApps.txt,
1061,Small Business Ideas - Dub Apps.txt,
1062,Small Business Plan - mystudyapp.txt,
1063,Smart Mobile Banking - Gruppo BPER.txt,
1064,Smart Shoppi - Online Shopping - Smartway India Enterprises LLP.txt,
1065,Smile Shop – Best Online Shopping Mall - KHMI(CAMBODIA)TECHNOLOGY CO.txt,
1066,Snail Ship - Ứng dụng giao hàng tạm ứng và mua hộ - EZQ JOINT STOCK COMPANY.txt,
1067,SnapShop - Product photography - MisterECommerce.txt,
1068,Snapdeal Online Shopping App - Shop Online India - Snapdeal Private Limited.txt,
1069,"Snapwire - Sell Your Photos - Snapwire Media, Inc.txt",
1070,Souq.txt,
1071,Speed Shipping - Premitek Company.txt,
1072,Spiffy - Best eCommerce App - Trioangle Technologies.txt,
1073,"Sprocket - Buy & Sell Bicycles, Bike Parts - Retrographic.txt",
1074,Spurtcommerce - Piccosoft Software Labs India Pvt Ltd.txt,
1075,"Square Point of Sale - POS - Square, Inc.txt",
1076,Sri Lanka Food Delivery - Kawanlahkayu.txt,
1077,St.txt,
1078,Start Online Business - mystudyapp.txt,
1079,"StartUp Idea- How To Start a Business free ,Guide - Avion apps.txt",
1080,"Startup Space – Business & Entrepreneur Community - Startup Space, LLC.txt",
1081,StaySafe Business - Safe Apps Limited.txt,
1082,Stradivarius - Online fashion for women - Inditex.txt,
1083,Strikingly - Build Websites from Your Phone - Strikingly.txt,
1084,Sulekha for Business - Sulekha.txt,
1085,SuprDaily - Daily Milk & Grocery Delivery App - Supr Daily.txt,
1086,Surat Wholesale Textile Market Online Shopping - Surat Wholesale Textile Market Online Shopping.txt,
1087,"Swapingo - Buy, Sell and Exchange - Swapingo team.txt",
1088,Swapix Nigeria: sell and buy online easy and fast! - Swapix.txt,
1089,Sysco Delivery - Sysco Corporation.txt,
1090,TBC Bank - JSC TBC Bank.txt,
1091,TEJAS BANK MOBILE BANKING - Tejas Bank.txt,
1092,TagHawk - Buy.txt,
1093,Takeaway.txt,
1094,Talabatey Online Food Delivery - Smart Delivery Group.txt,
1095,Tally - Business Expense Manager - Crazy Turtle.txt,
1096,Tata CLiQ Online Shopping App India - Tata Unistore Limited.txt,
1097,Tbdress Shop Fashion & Trends - Tbdress.txt,
1098,Telekom Banking - Alior Bank S.txt,
1099,Thailand Shopping - Thailand Online Shopping App - All info Apps.txt,
1100,The Hindu Business Line - Kasturi and Sons Ltd.txt,
1101,The Luxury Closet - Buy & Sell Authentic Luxury - The Luxury Closet.txt,
1102,The Sabji - Online Vegetables & Fruit Delivery App - thesabji.txt,
1103,The Sea Rider - Steer the Ship and Save the Nature - AnotheReality.txt,
1104,Thookuchatti - Food Delivery Service - Ahsan Solutions.txt,
1105,Thuisbezorgd.txt,
1106,Tiki Shopping & Fast Shipping - Tiki Mobile Team.txt,
1107,Tips for Poshmark - Buy & Sell Fashion - Buy and sell app.txt,
1108,Tips for letgo: Buy & Sell Used Stuff - Buy and sell app.txt,
1109,Tomlibo: Social Media and Small Business App - Tomlibo.txt,
1110,Top10 Online Shopping App India - All Online Shopping Apps.txt,
1111,Total Business Tycoon - Monre Mobile.txt,
1112,Track-POD Proof of Delivery - ePOD for drivers - Track-POD.txt,
1113,TrackNext | Delivery Routing & Tracking - LogiNext.txt,
1114,Trackingmore Package Tracker - Shenzhen East Boat Network Tech Co.txt,
1115,"Tradly - Chat, Buy, Sell & Donate stuff you love - Tradly.txt",
1116,Trusty ECommerce Customer - Shanghai Shangyunfeiliu Information Technology.txt,
1117,Trusty ECommerce Merchant - Shanghai Shangyunfeiliu Information Technology.txt,
1118,Turkish online shopping app-Online Store Turkish - Md Shoriful hasan.txt,
1119,UAE Online Shopping App - Online.txt,
1120,UBA Mobile Banking - United Bank for Africa Plc.txt,
1121,UBS Mobile Banking: e-banking for on the go - UBS AG.txt,
1122,USA Online Shopping- All in one App - Deora The Developer.txt,
1123,USPS MOBILE® - United States Postal Service®.txt,
1124,Ubuy Online Shopping App - International Shopping - Ubuy Co.txt,
1125,United Wardrobe - Safely Buy and Sell Your Fashion - United Wardrobe.txt,
1126,"Used Bike Sale and Purchase –Old Bike, Cheap Rate - Arvind K Maurya.txt",
1127,"Used Car Sale and Buy –Old Car, Second Hand Car - Arvind K Maurya.txt",
1128,Used Cars UK – Buy & Sell Used Vehicle UK - AAA Apps Inc.txt,
1129,Used Mobile Sell and Buy –Second Hand mobile Sell - Arvind K Maurya.txt,
1130,Used cars for sale - Trovit - Trovit.txt,
1131,Utshob ecommerce app - Utshob Solutions.txt,
1132,VALIANT Mobile Banking - Valiant Bank.txt,
1133,"VarageSale: Sell simply, buy safely.txt",
1134,Vessel Lights - Maarten Pennings.txt,
1135,VesselFinder Free - VT Explorer Ltd.txt,
1136,"Vi1dealer : Sell Anything, Buy Anything - vi1dealer.txt",
1137,Video Brochure Maker - Video Marketing Apps.txt,
1138,Vietnammm.txt,
1139,Village - Buy & Sell Locally - Village.txt,
1140,Vintage Market: Buy & Sell - CTS WebLab.txt,
1141,Vismay- Online Shopping for Womens Fashion - Vismay.txt,
1142,Vlazoo Shipping - Alfa-web.txt,
1143,Vol 1 - Network Marketing Business - JOE Technologies.txt,
1144,Volo.txt,
1145,Vonage Business Cloud - Vonage.txt,
1146,Voonik Online Shopping App - Voonik.txt,
1147,Vova - VOVA TECH LIMITED.txt,
1148,Wadi - Online Shopping App - Wadi.txt,
1149,Wanelo Shopping - Wanelo.txt,
1150,Wasel Delivery - Wasel Delivery.txt,
1151,Watches Online Shopping app - Shopping app.txt,
1152,WeFast: Part Time Job For Couriers - Wefast — Same day courier delivery service.txt,
1153,Weatherbys Mobile Banking - Weatherbys Bank Limited.txt,
1154,Website Design & Software Development Company - Craftvolt Solutions.txt,
1155,Website Maker App - SR WEBZ.txt,
1156,WedMeGood for Business - wedmegood.txt,
1157,"Weebly by Square - Weebly, Inc.txt",
1158,Wells Fargo Mobile - Wells Fargo Mobile.txt,
1159,West Tech Shipping - West Technology Group Inc.txt,
1160,Whakaaro : Online Food Order & Delivery - Whakaaro.txt,
1161,Wholesale Box - B2B Latest Fashion App(SHOPS only) - WholesaleBox Internet Pvt.txt,
1162,Wholesale Shopping First Copy Club Factory Price - Wholesale Shopping App.txt,
1163,Winbank Mobile - Piraeus Bank S.txt,
1164,Wing - Book a Courier Delivery - Wing Logistic Technologies Inc.txt,
1165,Wish - Shopping Made Fun - Wish Inc.txt,
1166,WiziShop - WiziShop.txt,
1167,"Work from Home, Earn Money, Resell with Meesho App - Meesho: Earn Money Online, Work from Home Business.txt",
1168,Work from home jobs: online business 🏠 job online - AcadeMe Hub.txt,
1169,Write A Business Plan & Business Start Tutorials - Alex Genadinik.txt,
1170,XME Commerce - Intesa Sanpaolo SPA.txt,
1171,Xcite Online Shopping App | اكسايت للتسوق اونلاين - Alghanim.txt,
1172,"Yammer - Yammer, Inc.txt",
1173,Yang Ming - YANG MING MARINE TRANSPORT CORP.txt,
1174,Yelo Business - Jungleworks.txt,
1175,Yeti Delivery - Yeti Delivery Development.txt,
1176,Yodawy - Pharmacy Delivery App - Yodawy.txt,
1177,Yolt – The Smart Money Manager - ING Nederland.txt,
1178,YouApp - BANCO BPM.txt,
1179,ZIM Shipping - ZIM Integrated Shipping Services Ltd.txt,
1180,Zahomy - Product catalogue maker & online sales - Zahomy Inc.txt,
1181,Zamroo - Buy & Sell - Codera Technologies Private Ltd.txt,
1182,ZegoBird - Online Shopping Myanmar - Zegobird.txt,
1183,Zeytuun Delivery App - Zeytuun Delivery.txt,
1184,"Zivame - Shop Lingerie, Activewear, Apparel Online - Zivame.txt",
1185,Zoho Books - Accounting App - Zoho Corporation.txt,
1186,Zoho CRM - Sales & Marketing - Zoho Corporation.txt,
1187,ZoodMall - Shop for Happiness - OrientSwiss.txt,
1188,tool4seller: Amazon Seller Tool - TAPCASH INC.txt,
1189,uShip - uShip Inc.txt,
1190,w2w- western wear Online Shopping App - w2w western wear.txt,
1191,women shoes online shopping app - my shopping apps.txt,
1192,السوق المفتوح - OpenSooq - OpenSooq.txt,
1193,مزاد قطر Mzad Qatar - Ebdaa Digital Technology.txt,
1194,وصل Wssel - Food Delivery in KSA - W99L SOLUTIONS.txt,
1195,नए बिजनेस आइडिया – Business Ideas - APPS 4 ALL.txt,
1196,बिज़नेस आईडिया | Business Idea Hindi - app4daily.txt,
1197,饭团 - Just Order Enterprise Corp.txt,
1198,101 Business Idea 2018 - Think Tank Labs.txt,
1199,15 Delivery (١٥ ديليفري) - Application Visions For Telecommunication & IT Co.txt,
1200,"4Life Business - 4Life Research USA, LLC.txt",
1201,501 Business idea - Big Apps Store.txt,
1202,6thStreet Online Fashion Shopping - 6thstreet.txt,
1203,ALEXBANK Mobile Banking - ALEXBANK.txt,
1204,ALL-IN-ONE PACKAGE TRACKING - 17TRACK.txt,
1205,ASOS - ASOS.txt,
1206,ATB Mobile Banking - ATB Financial.txt,
1207,AVECHI Online Shopping - Avechi.txt,
1208,Abhi Ecommerce - Android App Demo - Abhi Ecommerce.txt,
1209,Ablifree Business Network - Bluemark Software Private Limited.txt,
1210,Absa Banking App - Absa Group Limited.txt,
1211,Adbazar Pakistan - Adbazar Inc.txt,
1212,AfriDelivery - AfriDelivery Ltd.txt,
1213,AfterShip Package Tracker - AfterShip Limited.txt,
1214,Agricultural Business - Freshvine.txt,
1215,Agricultural Business App V3.txt,
1216,Aion - Banking Services - Aion.txt,
1217,AjkerDeal Online Shopping BD - AjkerDeal.txt,
1218,Akeed Delivery - Akeed.txt,
1219,AliFeed shopping app.txt,
1220,All Business Page Manager - Md.txt,
1221,All In One Food Ordering App - RS PVT.txt,
1222,"All In One Food Ordering App, Online Food Delivery - allinoneapp.txt",
1223,All In One Online Shopping - Free knowledge.txt,
1224,All In One Shopping App : Online Shopping App - All in one App Store.txt,
1225,All In One food delivery apps - Swiggy Zomato - Bluepointer.txt,
1226,All Kids Shopping App - All in one App Store.txt,
1227,All Women Shopping App - All in one App Store.txt,
1228,All in One Food Ordering App - Order Online Food - Bhaumik Panchal.txt,
1229,All in One Online Shopping - Hk Groups.txt,
1230,All in One Online Shopping App - All in One Shopping App India.txt,
1231,All in One Online Shopping App - just 2MB - All In One Shopping Apps.txt,
1232,All in One Online Shopping Mall - All In One Online Shopping Apps India.txt,
1233,All in One Online Shopping Site app - Free knowledge.txt,
1234,All in One Shopping App 1000+ - JMD Advertiser.txt,
1235,All in One Shopping App 4000+ online shopping apps - All in One Shopping App By Snigdha.txt,
1236,All in One Shopping App 5000+ Online Shopping Apps - 4G Entertainment Apps.txt,
1237,All in One Shopping App Shoppr- Shop Online A to Z - All in One Shopping App By Shoppr.txt,
1238,All in One Shopping app - Online Shopping apps - Shopping app.txt,
1239,"All in one Food Ordering App, Food Delivery Online - All in One Food Ordering App - Social Media App.txt",
1240,All in one Shopping App - Online Shopping App - Vision Developers India.txt,
1241,All in one shopping app shoppers+ - Alps studio.txt,
1242,Allist buy and sell - Allist.txt,
1243,Axos Bank® - Axos Bank.txt,
1244,BAEMIN - Food delivery - WOOWA BROTHERS VIETNAM.txt,
1245,"BBuzzArt: Sell & Buy Fine Art, Artworks, Painting - BBuzzArt Co, Ltd.txt",
1246,BCF Mobile Banking - BCF Mobile banking.txt,
1247,BCU Mobile Banking - BCU.txt,
1248,BD Online Shopping - Nasir BPM (Creativity Application).txt,
1249,"BEA 東亞銀行 - The Bank of East Asia, Limited.txt",
1250,BNL - BNL S.txt,
1251,BPro - Business Management - The Better Software Company.txt,
1252,Bada Business - Dr Vivek Bindra - Bada Business Pvt.txt,
1253,Bagdevi - Food Delivery App - Bagdevi India.txt,
1254,Bagdoom Online Shopping - BAGDOOM.txt,
1255,Banca Sella - BancaSella.txt,
1256,BancoPosta - Poste Italiane S.txt,
1257,Bank Austria Mobile Geldbörse - UniCredit Bank Austria AG.txt,
1258,Bank Linth Mobile Banking - Liechtensteinische Landesbank AG.txt,
1259,Bank Norwegian - Bank Norwegian AS.txt,
1260,Bank of China - Bank of China.txt,
1261,Bank of Palestine - Bank Of Palestine.txt,
1262,BankOn Mobile - Expressbank.txt,
1263,BankSA Mobile Banking - St.txt,
1264,Banking - Volkswagen Financial Services AG.txt,
1265,Banking and Finance basic - kobecodder.txt,
1266,Battle of Warships: Naval Blitz - MobileGDC.txt,
1267,Bechdy - Buy and Sell (Pakistan # 1 Website ).txt,
1268,Bentafy - Bentafy Technology.txt,
1269,Best Bike for Sale – Cheap Prices bike sale buy - Arvind K Maurya.txt,
1270,Bhojdeals (now BHOJ) - Restaurant Deals & Delivery - Backdrop Pty Ltd.txt,
1271,Big Business Deluxe - Game Insight.txt,
1272,Big Cruise Ship Simulator 2019 - Bajake Studios.txt,
1273,Big Pizza Delivery Boy Simulator - RED RHINO.txt,
1274,"Bikayi: Whatsapp Catalogue and Make Business Easy - Bikayi - Setup online Shop, Take Payments, orders.txt",
1275,"Bikroy - Sell, Buy & Find Jobs - Bikroy.txt",
1276,Bizebrand: B2B Branding & e-Commerce Platform - Pravada Infotech Pvt Ltd.txt,
1277,Bizversity - Entrepreneur & Business Coaching - BRiN Global Pty Ltd.txt,
1278,Blibli.txt,
1279,Blue Ocean Tycoon - Manodio Co.txt,
1280,BoC Wallet - Bank of Cyprus Public Company Ltd.txt,
1281,Bolt Delivery - Ostone Tech.txt,
1282,Bolt Food - Bolt Technology.txt,
1283,"Book Keeper - Accounting, GST Invoicing, Inventory - Just Apps Pvt.txt",
1284,Bookkeeping & Inventory Management.txt,
1285,Bookstores.txt,
1286,Bottles - Alcohol Delivery - BOTTLES APP (PTY) LTD.txt,
1287,Boutir - Online Shop Builder - Red So.txt,
1288,"Breeeed: Sell & Buy Pets, Animals and Accessories - Barrak Wallay Technology Company.txt",
1289,"Buffer: Social Media Manager - Buffer, Inc.txt",
1290,Building An Online Business - Free Mobile Apps Online.txt,
1291,Business App - Ordering Inc.txt,
1292,Business App v4 - Ordering Inc.txt,
1293,Business Calculator - CO.txt,
1294,"Business Calendar ・Planner, Organizer & Widgets - Appgenix Software.txt",
1295,Business Call Manager - A dialer & calllog manager - Trecin.txt,
1296,Business Card Maker - Iris Studios and Services.txt,
1297,Business Card Maker Free Visiting Card Maker photo - stylish app world.txt,
1298,Business Card Maker Visiting Card Maker Photo Logo - Splendid App Maker.txt,
1299,Business Communication App - Swisscom (Switzerland) Ltd.txt,
1300,Business Dictionary - WFI.txt,
1301,Business Dictionary by Farlex - TheFreeDictionary.txt,
1302,Business English App by BEP - Business English Pod Ltd.txt,
1303,Business English Test - quizworld.txt,
1304,Business English speaking fluently app for free - Innovative K.txt,
1305,Business Founder - Startup Manager Game - Efficience Labs.txt,
1306,Business Game - Ironjaw Studios Private Limited.txt,
1307,Business Ideas - बिजनेस आइडिया 2020 - Fame App.txt,
1308,Business Ideas Urdu - Easy Business in Pakistan - Apps Cloud Int.txt,
1309,"Business Ideas, Small Business with low investment - HowKia.txt",
1310,"Business Insider - Business Insider, Inc.txt",
1311,Business Law - Intelitech.txt,
1312,Business Management - Intelitech.txt,
1313,Business Model Canvas & SWOT - Mob Business.txt,
1314,Business Partners - Business Partners Network LLC.txt,
1315,Business Plan - Ayed Al Qahtani.txt,
1316,Business Plan For Startups - Appstude.txt,
1317,Business Plan Free Business Ideas Free - Sunrise Apps Ltd.txt,
1318,Business Quotes - Dub Apps.txt,
1319,Business Standard News - Business Standard.txt,
1320,Business Startup - Entrepreneur Mindset - Dogmaz Mobile.txt,
1321,Business Success Quotes Images - SendGroupSMS.txt,
1322,Business Tasks - Appgenix Software.txt,
1323,Business Tips for success - Rangus.txt,
1324,Business Writing - Intelitech.txt,
1325,Business and Marketing - LearnProID.txt,
1326,Business communication - RomanT.txt,
1327,Business plan guide and tools for entrepreneurs - Thomsen Business Information.txt,
1328,Business strategy - Igor Zemlianoi.txt,
1329,Buy Sell Car Malaysia - Apps design by Ah Boy.txt,
1330,Buy Used Cars in India - xyzApps.txt,
1331,Buy Used Cars in USA - xyzApps.txt,
1332,Buy Watches - Online Shopping - DigitalPGApps.txt,
1333,Buy watches - Online shopping price comparison app - Cheap Prices in China.txt,
1334,BuyToAmerica International Shipping - Buytoamerica LLC.txt,
1335,"Bykea - Bike Taxi, Delivery & Payments - Bykea Technologies.txt",
1336,CAFAGO-Cool Electronic Gadgets - The Global Online Shopping.txt,
1337,CBQ Mobile - Commercial Bank of Qatar.txt,
1338,CJ Dropshipping - CJDropshipping.txt,
1339,"CNBC: Breaking Business News & Live Market Data - NBCUniversal Media, LLC.txt",
1340,COLREGs - Lights and shapes of vessels - madeof.txt,
1341,COSCO SHIPPING Lines Mobile App - COSCO SHIPPING Lines (Headquarters).txt,
1342,CakeFizz - Online Cake Delivery - VIDIT BABELE.txt,
1343,Camera Market: Buy & Sell - CTS WebLab.txt,
1344,Canada Business - ISED-ISDE.txt,
1345,Car Market: Buy & Sell - CTS WebLab.txt,
1346,Card 2 Card - Tinkoff Bank.txt,
1347,Card Maker: Business & Wedding - Nithra.txt,
1348,Careem NOW: Order food & more - Careem.txt,
1349,Carriage - Food Delivery - Carriage - Local Delivery.txt,
1350,Carriage-Driver - Carriage - Local Delivery.txt,
1351,CeX: Tech & Games - Buy & Sell - CeX.txt,
1352,Cell Phones from China for cheap.txt,
1353,Central Bank Mobile Banking - Central Bank of Utah.txt,
1354,Centro Business Planning Tool - Centro Mobile.txt,
1355,"Cheap Cars For Sale, Find or Sell Yours - Autopten.txt",
1356,Cheap Online Shopping: Price In China - Team Ubiquitous.txt,
1357,Cheap computer & office equipment online shopping - Cheap Prices in China.txt,
1358,Cheap women's clothes online shopping stores - Cheap Prices in China.txt,
1359,Cheetay - Online shopping and food delivery - Cheetay.txt,
1360,Chrono24 - Chrono24 GmbH.txt,
1361,"Cisco Webex Meetings - Cisco Systems, Inc.txt",
1362,Click Delivery Greece - ClickDelivery S.txt,
1363,Clothy - Buy And Sell Clothes - Altunaiji.txt,
1364,Cloudinary Demo - eCommerce App - Cloudinary Ltd.txt,
1365,Club Factory - Online Shopping App - Club Factory.txt,
1366,Collectors Market: Buy & Sell - CTS WebLab.txt,
1367,Commerzbank Banking - The app at your side - Commerzbank A.txt,
1368,Contractor WorkZone - Business Management Tool - Trimble Inc.txt,
1369,Copart – Salvage Car Auctions - Copart.txt,
1370,Costa Cruises - Costa Crociere S.txt,
1371,CoutLoot - Chat & Bargain Online Shopping in India - CoutLoot.txt,
1372,"Crayon – Easy website builder - Hands, Inc.txt",
1373,CrazyPoly - Business Dice Game - NeatHippo.txt,
1374,Credit Card Reader NFC (EMV) - Julien MILLAU.txt,
1375,Credit Suisse Direct - Credit Suisse Group AG.txt,
1376,Cruise Ship Mate & Excursions - Cruiseline.txt,
1377,Cruise.txt,
1378,CruiseMapper - VT Explorer Ltd.txt,
1379,Cute - Beauty Shopping - Wish Inc.txt,
1380,Cyprus online shopping apps-Cyprus Online Store - Md Shoriful hasan.txt,
1381,DAILY Business UP™ - Iveco S.txt,
1382,DB Secure Authenticator - Deutsche Bank AG.txt,
1383,DBA – buy and sell used goods - Mobile Development eBay Denmark.txt,
1384,DBS digibank SG - DBS Bank Ltd.txt,
1385,DHL eShop - MallforAfrica.txt,
1386,DHgate - online wholesale stores - dhgate.txt,
1387,"DLX - Food, Errands, On-demand Delivery - SparkPoint Innovations Inc.txt",
1388,DS - Delivery Boy - Delivery Star.txt,
1389,DailyNinja - Daily Milk & Grocery Delivery - DailyNinja.txt,
1390,Daraz Online Shopping App - Daraz Mobile.txt,
1391,Deals Guruji - Cash On Delivery & Online Payments - Developer AS.txt,
1392,Deals for wish Discounts & free Shipping - hiriapps.txt,
1393,DeliverEats :Food Delivery - Deliver Kiwi Limited.txt,
1394,Deliverink Food Delivery - Deliverink Ltd.txt,
1395,Deliveroo Rider - Deliveroo.txt,
1396,Delivery App - Neemo.txt,
1397,Delivery App v4 - Ordering Inc.txt,
1398,Delivery Much - Delivery de Comida - Delivery Much.txt,
1399,Delivery Star - Delivery Star.txt,
1400,Delivery Tip Tracker Pro - Gavin's App Creations.txt,
1401,DeliveryPanda - 熊猫外卖配送端 - HungryPanda.txt,
1402,DeliverySquad - Local Food Delivery - DELIVERY SQUAD (M) SDN BHD.txt,
1403,Details ships - Kirill Sidorov.txt,
1404,Detrack Proof Of Delivery POD - Detrack Systems.txt,
1405,Dial a Delivery - Becker & Becker.txt,
1406,Diamond Bank Mobile Banking - Diamond Bank.txt,
1407,Diana Shipping Inc.txt,
1408,Digital Video Business Card Maker - Digital Marketing Tools.txt,
1409,"Discogs - Catalog, Collect & Shop Music - Discogs.txt",
1410,Discount Coupons for Ubereats - Food Delivery - Scorpioitch Technologies Inc.txt,
1411,Discovery Bank - Discovery Bank Ltd.txt,
1412,Divisoria online Shopping - Buyer - Divisoria Online.txt,
1413,"Domain - Buy, rent or sell property & real estate - Domain Holdings Australia.txt",
1414,Domino's Pizza Bangladesh - Jubilant Foodworks.txt,
1415,Doorstep Food Delivery - doorstep.txt,
1416,Dreamstime: Sell Your Photos - Dreamstime.txt,
1417,Dressy - Cheap Women's clothes online shopping App - Korchix.txt,
1418,Drivers-Runners Delivery Service - Food Runners.txt,
1419,Drop Shipping - Life's Adventures.txt,
1420,Dropshipping Calculator - Amazon To eBay Arbitrage - ANRUDev.txt,
1421,Dubai UAE Online Shopping - Online Shopping App.txt,
