STT,Data type,api,class,function,times,desciption,Sub-Data type
201,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MEWTEL_TECHNOLOGY,9354,,Bluetooth
202,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MICOMMAND,9354,,Bluetooth
203,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MICROCHIP_TECHNOLOGY,9354,,Bluetooth
204,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MICROSOFT,9354,,Bluetooth
205,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MINDTREE,9354,,Bluetooth
206,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MISFIT_WEARABLES,9354,,Bluetooth
207,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MITEL_SEMICONDUCTOR,9354,,Bluetooth
208,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MITSUBISHI_ELECTRIC,9354,,Bluetooth
209,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MOBILIAN_CORPORATION,9354,,Bluetooth
210,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MONSTER,9354,,Bluetooth
211,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MOTOROLA,9354,,Bluetooth
212,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MSTAR_SEMICONDUCTOR,9354,,Bluetooth
213,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,MUZIK,9354,,Bluetooth
214,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NEC,9354,,Bluetooth
215,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NEC_LIGHTING,9354,,Bluetooth
216,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NEWLOGIC,9354,,Bluetooth
217,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NIKE,9354,,Bluetooth
218,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NINE_SOLUTIONS,9354,,Bluetooth
219,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NOKIA_MOBILE_PHONES,9354,,Bluetooth
220,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NORDIC_SEMICONDUCTOR,9354,,Bluetooth
221,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,NORWOOD_SYSTEMS,9354,,Bluetooth
222,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ODM_TECHNOLOGY,9354,,Bluetooth
223,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,OMEGAWAVE,9354,,Bluetooth
224,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ONSET_COMPUTER,9354,,Bluetooth
225,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,OPEN_INTERFACE,9354,,Bluetooth
226,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,OTL_DYNAMICS,9354,,Bluetooth
227,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PANDA_OCEAN,9354,,Bluetooth
228,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PARROT,9354,,Bluetooth
229,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PARTHUS_TECHNOLOGIES,9354,,Bluetooth
230,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PASSIF_SEMICONDUCTOR,9354,,Bluetooth
231,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PETER_SYSTEMTECHNIK,9354,,Bluetooth
232,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PHILIPS_SEMICONDUCTORS,9354,,Bluetooth
233,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PLANTRONICS,9354,,Bluetooth
234,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,POLAR_ELECTRO,9354,,Bluetooth
235,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,POLAR_ELECTRO_EUROPE,9354,,Bluetooth
236,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,PROCTER_AND_GAMBLE,9354,,Bluetooth
237,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUALCOMM,9354,,Bluetooth
238,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUALCOMM_CONNECTED_EXPERIENCES,9354,,Bluetooth
239,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUALCOMM_INNOVATION_CENTER,9354,,Bluetooth
240,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUALCOMM_LABS,9354,,Bluetooth
241,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUALCOMM_TECHNOLOGIES,9354,,Bluetooth
242,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUINTIC,9354,,Bluetooth
243,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,QUUPPA,9354,,Bluetooth
244,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RALINK_TECHNOLOGY,9354,,Bluetooth
245,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RDA_MICROELECTRONICS,9354,,Bluetooth
246,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,REALTEK_SEMICONDUCTOR,9354,,Bluetooth
247,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RED_M,9354,,Bluetooth
248,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RENESAS_TECHNOLOGY,9354,,Bluetooth
249,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RESEARCH_IN_MOTION,9354,,Bluetooth
250,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RF_MICRO_DEVICES,9354,,Bluetooth
251,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RIVIERAWAVES,9354,,Bluetooth
252,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ROHDE_AND_SCHWARZ,9354,,Bluetooth
253,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,RTX_TELECOM,9354,,Bluetooth
254,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SAMSUNG_ELECTRONICS,9354,,Bluetooth
255,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SARIS_CYCLING_GROUP,9354,,Bluetooth
256,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SEERS_TECHNOLOGY,9354,,Bluetooth
257,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SEIKO_EPSON,9354,,Bluetooth
258,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SELFLY,9354,,Bluetooth
259,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SEMILINK,9354,,Bluetooth
260,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SENNHEISER_COMMUNICATIONS,9354,,Bluetooth
261,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SHANGHAI_SUPER_SMART_ELECTRONICS,9354,,Bluetooth
262,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SHENZHEN_EXCELSECU_DATA_TECHNOLOGY,9354,,Bluetooth
263,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SIGNIA_TECHNOLOGIES,9354,,Bluetooth
264,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SILICON_WAVE,9354,,Bluetooth
265,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SIRF_TECHNOLOGY,9354,,Bluetooth
266,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SOCKET_MOBILE,9354,,Bluetooth
267,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SONY_ERICSSON,9354,,Bluetooth
268,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SOUND_ID,9354,,Bluetooth
269,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SPORTS_TRACKING_TECHNOLOGIES,9354,,Bluetooth
270,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SR_MEDIZINELEKTRONIK,9354,,Bluetooth
271,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,STACCATO_COMMUNICATIONS,9354,,Bluetooth
272,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,STALMART_TECHNOLOGY,9354,,Bluetooth
273,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,STARKEY_LABORATORIES,9354,,Bluetooth
274,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,STOLLMAN_E_PLUS_V,9354,,Bluetooth
275,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,STONESTREET_ONE,9354,,Bluetooth
276,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ST_MICROELECTRONICS,9354,,Bluetooth
277,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SUMMIT_DATA_COMMUNICATIONS,9354,,Bluetooth
278,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SUUNTO,9354,,Bluetooth
279,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SWIRL_NETWORKS,9354,,Bluetooth
280,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SYMBOL_TECHNOLOGIES,9354,,Bluetooth
281,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SYNOPSYS,9354,,Bluetooth
282,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,SYSTEMS_AND_CHIPS,9354,,Bluetooth
283,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,S_POWER_ELECTRONICS,9354,,Bluetooth
284,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TAIXINGBANG_TECHNOLOGY,9354,,Bluetooth
285,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TENOVIS,9354,,Bluetooth
286,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TERAX,9354,,Bluetooth
287,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TEXAS_INSTRUMENTS,9354,,Bluetooth
288,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,THINKOPTICS,9354,,Bluetooth
289,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,THREECOM,9354,,Bluetooth
290,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,THREE_DIJOY,9354,,Bluetooth
291,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,THREE_DSP,9354,,Bluetooth
292,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TIMEKEEPING_SYSTEMS,9354,,Bluetooth
293,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TIMEX_GROUP_USA,9354,,Bluetooth
294,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TOPCORN_POSITIONING_SYSTEMS,9354,,Bluetooth
295,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TOSHIBA,9354,,Bluetooth
296,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TRANSILICA,9354,,Bluetooth
297,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TRELAB,9354,,Bluetooth
298,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TTPCOM,9354,,Bluetooth
299,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TXTR,9354,,Bluetooth
300,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,TZERO_TECHNOLOGIES,9354,,Bluetooth
301,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,UNIVERSAL_ELECTRONICS,9354,,Bluetooth
302,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,VERTU,9354,,Bluetooth
303,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,VISTEON,9354,,Bluetooth
304,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,VIZIO,9354,,Bluetooth
305,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,VOYETRA_TURTLE_BEACH,9354,,Bluetooth
306,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,WAVEPLUS_TECHNOLOGY,9354,,Bluetooth
307,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,WICENTRIC,9354,,Bluetooth
308,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,WIDCOMM,9354,,Bluetooth
309,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,WUXI_VIMICRO,9354,,Bluetooth
310,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ZEEVO,9354,,Bluetooth
311,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ZER01_TV,9354,,Bluetooth
312,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ZOMM,9354,,Bluetooth
313,Connection,android.bluetooth,android.bluetooth.BluetoothAssignedNumbers,ZSCAN_SOFTWARE,9354,,Bluetooth
314,Connection,android.bluetooth,android.bluetooth.BluetoothClass,describeContents(),9354,Describe the kinds of special objects contained in this Parcelable instance's marshaled representation.,Bluetooth
315,Connection,android.bluetooth,android.bluetooth.BluetoothClass,equals(Object o),9354,"Indicates whether some other object is ""equal to"" this one.",Bluetooth
316,Connection,android.bluetooth,android.bluetooth.BluetoothClass,getDeviceClass(),9354,Return the (major and minor) device class component of this BluetoothClass.,Bluetooth
317,Connection,android.bluetooth,android.bluetooth.BluetoothClass,getMajorDeviceClass(),9354,Return the major device class component of this BluetoothClass.,Bluetooth
318,Connection,android.bluetooth,android.bluetooth.BluetoothClass,hasService(int service),9354,Return true if the specified service class is supported by this BluetoothClass.,Bluetooth
319,Connection,android.bluetooth,android.bluetooth.BluetoothClass,hashCode(),9354,Returns a hash code value for the object.,Bluetooth
320,Connection,android.bluetooth,android.bluetooth.BluetoothClass,toString(),9354,Returns a string representation of the object.,Bluetooth
321,Connection,android.bluetooth,android.bluetooth.BluetoothClass,"writeToParcel(Parcel out, int flags)",9354,Flatten this object in to a Parcel.,Bluetooth
322,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_CAMCORDER,9354,,Bluetooth
323,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_CAR_AUDIO,9354,,Bluetooth
324,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_HANDSFREE,9354,,Bluetooth
325,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_HEADPHONES,9354,,Bluetooth
326,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_HIFI_AUDIO,9354,,Bluetooth
327,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_LOUDSPEAKER,9354,,Bluetooth
328,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_MICROPHONE,9354,,Bluetooth
329,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_PORTABLE_AUDIO,9354,,Bluetooth
330,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_SET_TOP_BOX,9354,,Bluetooth
331,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_UNCATEGORIZED,9354,,Bluetooth
332,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VCR,9354,,Bluetooth
333,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VIDEO_CAMERA,9354,,Bluetooth
334,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VIDEO_CONFERENCING,9354,,Bluetooth
335,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VIDEO_DISPLAY_AND_LOUDSPEAKER,9354,,Bluetooth
336,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VIDEO_GAMING_TOY,9354,,Bluetooth
337,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_VIDEO_MONITOR,9354,,Bluetooth
338,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,AUDIO_VIDEO_WEARABLE_HEADSET,9354,,Bluetooth
339,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_DESKTOP,9354,,Bluetooth
340,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_HANDHELD_PC_PDA,9354,,Bluetooth
341,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_LAPTOP,9354,,Bluetooth
342,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_PALM_SIZE_PC_PDA,9354,,Bluetooth
343,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_SERVER,9354,,Bluetooth
344,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_UNCATEGORIZED,9354,,Bluetooth
345,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,COMPUTER_WEARABLE,9354,,Bluetooth
346,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_BLOOD_PRESSURE,9354,,Bluetooth
347,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_DATA_DISPLAY,9354,,Bluetooth
348,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_GLUCOSE,9354,,Bluetooth
349,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_PULSE_OXIMETER,9354,,Bluetooth
350,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_PULSE_RATE,9354,,Bluetooth
351,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_THERMOMETER,9354,,Bluetooth
352,Connection,android.bluetooth,android.bluetooth.BluetoothClass.Device,HEALTH_UNCATEGORIZED,9354,,Bluetooth
